,Name,Price,Rating,city,Kilometers,Year_of_Purchase,Owner,Fuel_Type,Transmission,RTO,Insurance,Insurance_Type,Month_of_Purchase
30913, Audi Q . TDI QUATTRO,900000,4,chandigarh,121712,2008,Second ,Diesel,AUTOMATIC,RTOCH04,3/7/2021,Comprehensive,January
30914, ISUZU D-MAX S-CAB . TD,1115000,4.9,chandigarh,28416,2018,First ,Diesel,MANUAL,RTOCH01,7/8/2021,ZeroDepreciation,May
30915, Nissan Sunny XV DIESEL,185000,3.5,chandigarh,163244,2012,Fourth ,Diesel,MANUAL,RTOHR26,4/9/2021,Third_party,February
30916, Datsun Go T,250000,4.2,chandigarh,76649,2014,Second ,Petrol,MANUAL,RTOHR49,16/5/2021,Third_party,December
30917, Tata TIGOR XZ . REVOTRON OPT,529000,4.3,chandigarh,28206,2018,First ,Petrol,MANUAL,RTOPB70,25/7/2021,Third_party,January
30918, Hyundai i SPORTZ . CRDI,340000,4.1,chandigarh,110636,2013,Second ,Diesel,MANUAL,RTOCH01,17/9/2021,Comprehensive,January
30919, Honda WR-V . i-DTEC VX MT,750000,4.2,chandigarh,86172,2017,First ,Diesel,MANUAL,RTOHR41,18/2/2021,ZeroDepreciation,December
30920, Mahindra TUV  PLUS P,910500,4.3,chandigarh,26977,2018,First ,Diesel,,RTOPB11,,Expired,June
30921, Maruti Swift Dzire LDI BS IV,275000,4.1,chandigarh,102563,2012,First ,Diesel,MANUAL,RTOHR20,,Expired,February
30922, Maruti Swift VXI . ABS,135000,3.7,chandigarh,99115,2006,Third ,Petrol,,RTOCH01,29/1/2021,Third_party,May
30923, Mahindra XUV W FWD,820000,4.4,chandigarh,58398,2015,First ,Diesel,MANUAL,RTOCH01,2/5/2021,Comprehensive,March
30924, Hyundai i MAGNA O . CRDI,240000,4,chandigarh,120467,2011,Second ,Diesel,MANUAL,RTOCH01,11/4/2021,Comprehensive,March
30925, Maruti Swift Dzire VDI,285000,4.3,chandigarh,91613,2011,First ,Diesel,MANUAL,RTOCH01,,Expired,April
30926, Tata Indigo ECS LS TDI,150000,3.2,chandigarh,104477,2014,First ,Diesel,MANUAL,RTOHR54,,Expired,January
30927, Hyundai Santro Xing XL ERLX EURO III,101250,4.1,chandigarh,61899,2006,First ,Petrol,MANUAL,RTOCH03,20/3/2021,Third_party,November
30928, Tata Indica V DLE BS III,81000,3.6,chandigarh,113490,2009,Third ,Diesel,MANUAL,RTOCH04,4/9/2021,Third_party,July
30929, Audi A  TDI S LINE,2024000,4.8,chandigarh,29537,2016,First ,Diesel,,RTOCH01,5/12/2021,Comprehensive,January
30930, Mitsubishi Lancer GLXI .,83000,3.6,chandigarh,147901,2003,Second ,Petrol,MANUAL,RTOCH03,1/3/2021,Comprehensive,August
30931, Ford Ecosport . TREND+ TDCI,652000,4.5,chandigarh,82933,2017,First ,Diesel,MANUAL,RTOPB65,2/12/2021,ZeroDepreciation,September
30932, Toyota Innova Crysta . GX  STR,1645000,4.8,chandigarh,35618,2019,First ,Diesel,MANUAL,RTOPB11,22/2/2021,Third_party,January
30933, Maruti Swift VXI,450000,4.4,chandigarh,75054,2015,First ,Petrol,MANUAL,RTOCH01,12/3/2021,Comprehensive,July
30934, Toyota Innova Crysta . ZX AT  STR,2137000,4.8,chandigarh,18272,2019,First ,Diesel,AUTOMATIC,RTOHP12,3/10/2022,Third_party,June
30935, Maruti Swift VDI ABS,425000,4,chandigarh,92177,2015,First ,Diesel,MANUAL,RTOHR03,,Expired,October
30936, Honda City SV CVT PETROL,822500,4.6,chandigarh,42716,2016,First ,Petrol,AUTOMATIC,RTOCH01,1/10/2021,Comprehensive,January
30937, Skoda Laura LK . PD MT,172800,3.7,chandigarh,173641,2006,Second ,Diesel,MANUAL,RTOPB13,,Expired,July
30938, Mahindra Quanto C,175750,3.8,chandigarh,87412,2012,Second ,Diesel,MANUAL,RTOCH01,,Expired,October
30939, Maruti Swift LDI,200000,3.4,chandigarh,153962,2008,First ,Diesel,MANUAL,RTOHR36,3/8/2021,Third_party,January
30940, Toyota Corolla Altis J DIESEL,424000,4.1,chandigarh,83931,2011,Second ,Diesel,MANUAL,RTOPB65,,Expired,May
30941, Hyundai i MAGNA O . CRDI,260000,4,chandigarh,98824,2011,Second ,Diesel,MANUAL,RTOCH01,,Expired,June
30942, Maruti Swift VDI,345000,4.1,chandigarh,84625,2013,Third ,Diesel,MANUAL,RTOHR11,22/10/2021,Comprehensive,May
30943, Toyota Innova . V STR,235000,4,chandigarh,200481,2005,Second ,Diesel,MANUAL,RTOCH01,22/7/2021,Third_party,May
30944, Mercedes Benz GLE  D MATIC,4568000,4.9,chandigarh,24601,2017,First ,Diesel,MANUAL,RTOCH01,20/1/2021,Third_party,July
30945, Tata Harrier XZ .L Kryotec,1450000,4.5,chandigarh,33460,2019,First ,Diesel,,RTOJK02,28/4/2021,Comprehensive,April
30946, Ford Fiesta . ZXI TDCI,84000,3.1,chandigarh,127885,2006,Third ,Diesel,MANUAL,RTOCH03,,Expired,January
30947, Tata Manza LX QUADRAJET,121000,3.9,chandigarh,95838,2012,Third ,Diesel,MANUAL,RTOPB65,,Expired,June
30948, Hyundai i ERA,130000,3,chandigarh,157864,2008,Second ,Petrol + LPG,MANUAL,RTOHR51,28/3/2021,Comprehensive,July
30949, Maruti Swift VDI ABS,560000,4.5,chandigarh,53577,2016,First ,Diesel,MANUAL,RTOCH01,23/8/2021,Third_party,February
30950, Hyundai Verna . SX (O) CRDI MT,935441,4.7,chandigarh,42726,2017,First ,Diesel,,RTOHP93,1/1/2021,ZeroDepreciation,November
30951, Toyota Glanza V MT PETROL,809000,4.9,chandigarh,20263,2020,First ,Petrol,,RTOPB13,16/2/2021,ZeroDepreciation,January
30952, Honda Jazz . BASE I VTEC,221000,3.7,chandigarh,163311,2010,First ,Petrol,MANUAL,RTOPB11,,Expired,January
30953, MG HECTOR SHARP . DIESEL,1750000,4.9,chandigarh,33023,2019,First ,Diesel,,RTOPB03,11/12/2021,ZeroDepreciation,November
30954, Renault Duster RXZ DIESEL ,674975,4.3,chandigarh,43520,2016,First ,Diesel,MANUAL,RTOUP70,2/1/2021,ZeroDepreciation,September
30955, Maruti Ertiga VDI,513000,4.4,chandigarh,62353,2013,First ,Diesel,MANUAL,RTOPB22,16/12/2020,Comprehensive,November
30956, Skoda Rapid ELEGANCE . TDI MT,280000,4.2,chandigarh,73030,2012,First ,Diesel,MANUAL,RTOCH01,,Expired,October
30957, Mahindra XUV W FWD,1000000,4.1,chandigarh,114907,2017,Second ,Diesel,,RTOPB29,8/2/2021,Comprehensive,February
30958, Audi Q  TDI S LINE QUATTRO,2949000,4.4,chandigarh,94601,2015,First ,Diesel,,RTOCH01,10/5/2021,Comprehensive,January
30959, Maruti Baleno ALPHA . K ,726000,4.8,chandigarh,38298,2019,First ,Petrol,MANUAL,RTOHR10,,Expired,May
30960, Maruti Baleno DELTA DDIS  ,655000,4.6,chandigarh,42799,2017,First ,Diesel,MANUAL,RTOHR09,11/8/2021,ZeroDepreciation,June
30961, Nissan Sunny XL DIESEL,360800,4.3,chandigarh,60748,2012,First ,Diesel,MANUAL,RTOPB06,,Expired,November
30962, Toyota Innova . GX  STR BS IV,798000,4.5,chandigarh,96626,2013,Second ,Diesel,MANUAL,RTOPB05,11/5/2021,Comprehensive,March
30963, Honda City  ZX MT,1100000,4.7,chandigarh,44548,2018,First ,Diesel,MANUAL,RTOPB65,1/8/2021,ZeroDepreciation,July
30964, Maruti Swift VDI,290000,3.5,chandigarh,94498,2013,Fourth ,Diesel,MANUAL,RTODL12,18/9/2021,Third_party,June
30965, Maruti Alto K VXI ,254000,4.1,chandigarh,77379,2012,Second ,Petrol,MANUAL,RTOPB10,25/6/2021,Comprehensive,April
30966, Maruti Vitara Brezza ZDI + AMT,1000000,4.9,chandigarh,20566,2019,Second ,Diesel,AUTOMATIC,RTOPB29,8/12/2022,Third_party,December
30967, Tata Indica Vista AURA . QUADRAJET,60869,3.6,chandigarh,82319,2008,Second ,Diesel,MANUAL,RTOCH04,1/11/2021,Third_party,January
30968, Honda City V MT PETROL,950000,4.6,chandigarh,43460,2018,First ,Petrol,MANUAL,RTOHR02,9/11/2021,ZeroDepreciation,October
30969, Hyundai Eon MAGNA PLUS,230000,4.6,chandigarh,77442,2015,First ,Petrol,MANUAL,RTOHP19,27/12/2020,Comprehensive,November
30970, Maruti  AC,55000,3.7,chandigarh,138932,2000,Fifth ,Petrol,MANUAL,RTOCH03,3/7/2021,Third_party,June
30971, Maruti Swift VXI,370000,4.4,chandigarh,117428,2013,First ,Petrol,MANUAL,RTOCH01,24/7/2021,Comprehensive,June
30972, Chevrolet Beat PS DIESEL,171475,4,chandigarh,63694,2012,First ,Diesel,MANUAL,RTOCH01,,Expired,September
30973, Force Motors Force One SX ABS  STR,300000,4,chandigarh,57686,2011,Second ,Diesel,MANUAL,RTOCH01,9/2/2021,Comprehensive,December
30974, Volkswagen Polo TRENDLINE .L DIESEL,206000,3.7,chandigarh,91556,2011,Fourth ,Diesel,MANUAL,RTOPB30,,Expired,February
30975, Hyundai i MAGNA .,149000,4.1,chandigarh,120481,2008,First ,Petrol,MANUAL,RTOCH04,9/11/2021,Third_party,January
30976, Hyundai i MAGNA O .,251000,3.9,chandigarh,83295,2010,First ,Petrol,MANUAL,RTOCH01,,Expired,August
30977, Maruti Swift Dzire LDI,144000,3.4,chandigarh,136470,2008,Fourth ,Diesel,MANUAL,RTOHR05,11/1/2021,Comprehensive,November
30978, Tata Hexa Varicor  XTA,1150000,4.7,chandigarh,50567,2017,First ,Diesel,AUTOMATIC,RTOCH03,7/8/2021,ZeroDepreciation,August
30979, Ford Ikon . FLAIR,75000,3.6,chandigarh,64892,2004,Fourth ,Petrol,MANUAL,RTOCH03,29/10/2020,Third_party,July
30980, Honda WR-V . i-DTEC VX MT,900000,4.7,chandigarh,43613,2018,First ,Diesel,MANUAL,RTOCH01,11/9/2021,Comprehensive,July
30981, Toyota Camry V,525000,4,chandigarh,75624,2004,Second ,Petrol,MANUAL,RTOCH01,31/10/2021,Comprehensive,January
30982, Maruti Swift VXI .,200000,4.1,chandigarh,74278,2009,Third ,Petrol,MANUAL,RTOCH01,14/1/2021,Third_party,August
30983, Mahindra XUV W FWD,700000,4.3,chandigarh,67772,2014,Second ,Diesel,MANUAL,RTOPB65,15/10/2021,Third_party,November
30984, Mahindra Verito . D BS IV,150000,3.4,chandigarh,93411,2011,Third ,Diesel,MANUAL,RTOPB11,2/6/2021,Third_party,October
30985, Honda BR-V . i- DTEC V,650000,4.5,chandigarh,58202,2018,First ,Diesel,MANUAL,RTOHR07,28/5/2021,ZeroDepreciation,February
30986, Hyundai i MAGNA . KAPPA,151000,3.3,chandigarh,151300,2010,Second ,Petrol + CNG,MANUAL,RTOPB65,6/7/2021,Third_party,December
30987, Honda City V MT PETROL,365000,4.4,chandigarh,98247,2012,First ,Petrol,MANUAL,RTOCH01,8/9/2021,Third_party,July
30988, Skoda Laura LK . PD AT,150000,3.8,chandigarh,159898,2008,Second ,Diesel,AUTOMATIC,RTOPB10,,Expired,August
30989, Ford Figo . EXI DURATORQ ,170000,4.2,chandigarh,126659,2012,First ,Diesel,MANUAL,RTOHR01,5/2/2021,Comprehensive,January
30990, Renault Duster RXZ DIESEL ,360000,4.2,chandigarh,100878,2012,Second ,Diesel,MANUAL,RTOHR26,14/12/2021,Third_party,July
30991, Maruti Swift VXI .,137750,3.9,chandigarh,123547,2006,Second ,Petrol,MANUAL,RTOCH03,8/9/2021,Third_party,June
30992, Maruti Swift Dzire LDI BS IV,489000,4,chandigarh,62313,2015,First ,Diesel,MANUAL,RTOHR19,19/12/2021,Third_party,August
30993, Maruti Swift VDI,170000,3.8,chandigarh,223772,2008,Second ,Diesel,MANUAL,RTOHR08,31/5/2021,Third_party,April
30994, Honda Civic .S MT,150000,3.7,chandigarh,155681,2007,Third ,Petrol,MANUAL,RTOCH03,2/3/2021,Third_party,January
30995, Ford Ikon . DURA TORQ TDI,110000,3.5,chandigarh,85900,2010,Third ,Diesel,MANUAL,RTOPB10,7/12/2020,Third_party,December
30996, Mitsubishi Lancer LXD .,155000,3.8,chandigarh,116410,2010,Third ,Diesel,MANUAL,RTOCH01,,Expired,May
30997, Maruti Swift Dzire LDI BS IV,300000,3.8,chandigarh,78433,2014,Third ,Diesel,MANUAL,RTODL1C,23/1/2021,Third_party,August
30998, Toyota Innova Crysta . GX  STR,1353000,4.2,chandigarh,72032,2017,First ,Diesel,MANUAL,RTOCH01,28/5/2021,Comprehensive,April
30999, BMW  Series D PRESTIGE,1858000,4.6,chandigarh,38845,2016,First ,Diesel,AUTOMATIC,RTOPB35,6/7/2021,ZeroDepreciation,June
31000, Mahindra Scorpio SLE BS III,510000,4.2,chandigarh,67454,2012,Second ,Diesel,MANUAL,RTOCH01,20/1/2022,Third_party,January
31001, Maruti Zen LX,45000,1,chandigarh,57142,2000,Fourth ,Petrol,MANUAL,RTOCH03,,Expired,June
31002, Hyundai Verna FLUIDIC . SX CRDI,400000,3.9,chandigarh,82083,2011,Second ,Diesel,MANUAL,RTOCH01,30/12/2020,Third_party,August
31003, Maruti Vitara Brezza VDI OPT,650000,4.3,chandigarh,86865,2017,First ,Diesel,MANUAL,RTOHR01,10/12/2021,ZeroDepreciation,December
31004, Maruti Alto K VXI ,307000,4.1,chandigarh,76583,2014,First ,Petrol,MANUAL,RTOCH01,23/12/2021,Comprehensive,October
31005, Honda Civic .V MT,220320,4.1,chandigarh,81676,2009,Third ,Petrol,MANUAL,RTOPB10,14/11/2020,Comprehensive,June
31006, Maruti  STD,45000,3.4,chandigarh,46981,2002,First ,Petrol,MANUAL,RTOHR01,18/8/2021,Third_party,January
31007, Chevrolet Beat PS DIESEL,99000,3.6,chandigarh,104416,2013,First ,Diesel,MANUAL,RTODL6C,6/2/2021,Third_party,January
31008, BMW  Series D,630048,4.2,chandigarh,110927,2009,Second ,Diesel,AUTOMATIC,RTOPB65,11/9/2021,Comprehensive,October
31009, Maruti Swift Dzire LXI . BS IV,230000,3.8,chandigarh,92278,2010,Second ,Petrol,MANUAL,RTOPB65,3/6/2021,Comprehensive,June
31010, Tata Indigo CS LS TDI,75000,3.8,chandigarh,107592,2008,Second ,Diesel,MANUAL,RTOCH04,22/11/2021,Third_party,June
31011, Ford Figo . ZXI DURATORQ ,180500,4,chandigarh,99744,2012,First ,Diesel,MANUAL,RTOCH01,7/9/2021,Comprehensive,August
31012, Honda City S MT PETROL,298500,3.9,chandigarh,138795,2010,First ,Petrol,MANUAL,RTOCH01,16/4/2021,Comprehensive,April
31013, Honda City VX MT PETROL,1050000,4.9,chandigarh,22901,2018,First ,Petrol,MANUAL,RTOCH01,26/12/2021,Third_party,November
31014, Hyundai Verna FLUIDIC . SX CRDI,360000,4,chandigarh,86416,2012,Second ,Diesel,MANUAL,RTOHR26,,Expired,January
31015, Honda City SV MT DIESEL,650000,4.2,chandigarh,67245,2016,First ,Diesel,MANUAL,RTOHR31,8/11/2021,ZeroDepreciation,September
31016, ISUZU D-Max V Cross * MT,1156000,4.7,chandigarh,46073,2016,Second ,Diesel,MANUAL,RTOPB05,11/3/2021,ZeroDepreciation,November
31017, Hyundai Accent GVS,90000,3.5,chandigarh,162117,2005,Fourth ,Petrol,MANUAL,RTOHR01,15/6/2021,Third_party,March
31018, Honda City V AT,400000,4.3,chandigarh,105962,2012,First ,Petrol,AUTOMATIC,RTOCH01,27/2/2021,Comprehensive,January
31019, Skoda Laura ELEGANCE . TDI CR AT,250000,3.9,chandigarh,97424,2010,Third ,Diesel,AUTOMATIC,RTOHR12,,Expired,November
31020, Tata Safari X LX DICOR . VTT,120559,3.4,chandigarh,130684,2008,Second ,Diesel,MANUAL,RTOHR03,,Expired,March
31021, Hyundai Elite i ASTA . CRDI,750000,4.8,chandigarh,54163,2018,First ,Diesel,MANUAL,RTOPB87,25/12/2020,ZeroDepreciation,October
31022, Hyundai Getz Prime . GVS CRDI,102000,4.1,chandigarh,89292,2009,Second ,Diesel,MANUAL,RTOPB11,21/1/2021,Third_party,January
31023, Maruti Baleno DELTA . K ,653000,4.6,chandigarh,39527,2016,First ,Petrol,MANUAL,RTOPB65,17/7/2021,ZeroDepreciation,July
31024, Tata Manza AURA ABS QUADRAJET BS IV,160000,3.9,chandigarh,96586,2012,Second ,Diesel,MANUAL,RTOCH01,13/3/2021,Third_party,March
31025, Hyundai Verna . CRDI SX + AT,944996,4.5,chandigarh,59754,2017,Second ,Diesel,AUTOMATIC,RTOCH01,25/10/2021,Comprehensive,September
31026, Hyundai Verna FLUIDIC . SX CRDI,400000,4.1,chandigarh,103932,2012,Second ,Diesel,MANUAL,RTOCH01,5/10/2021,Comprehensive,March
31027, Skoda Rapid Style . TDI AT,1000000,4.5,chandigarh,50298,2017,First ,Diesel,AUTOMATIC,RTOCH01,9/11/2021,ZeroDepreciation,October
31028, Mahindra XUV W,1115000,4.6,chandigarh,42922,2015,First ,Diesel,MANUAL,RTOCH01,18/10/2021,Comprehensive,September
31029, Hyundai Creta . SX CRDI,900000,4.5,chandigarh,67917,2016,First ,Diesel,,RTOPB19,24/10/2021,ZeroDepreciation,September
31030, Honda City VX MT DIESEL,550000,3.4,chandigarh,110064,2015,Fourth ,Diesel,MANUAL,RTOHR36,15/5/2021,Comprehensive,March
31031, Tata Hexa Varicor  XM ,870403,4.7,chandigarh,72381,2017,First ,Diesel,MANUAL,RTOCH01,7/11/2021,ZeroDepreciation,September
31032, Hyundai Verna . CRDI SX,850000,4.5,chandigarh,60181,2017,First ,Diesel,MANUAL,RTOHR02,13/1/2021,ZeroDepreciation,August
31033, Honda City ZX . VTEC ,136800,3.9,chandigarh,83107,2007,Third ,Petrol,MANUAL,RTOCH04,,Expired,October
31034, Maruti Dzire VDI,650646,4.3,chandigarh,75995,2017,First ,Diesel,MANUAL,RTOHR85,,Expired,July
31035, BMW  Series D SPORTLINE,2100000,4.6,chandigarh,21924,2013,First ,Diesel,AUTOMATIC,RTOCH01,26/2/2021,Comprehensive,December
31036, Mahindra XUV W FWD,1213863,4.8,chandigarh,40237,2019,First ,Diesel,,RTOPB70,15/1/2021,ZeroDepreciation,January
31037, Toyota Innova Crysta . GX  STR,1422258,4.4,chandigarh,105594,2017,First ,Diesel,MANUAL,RTOPB23,6/5/2021,Comprehensive,April
31038, Maruti Swift VDI,132735,3.3,chandigarh,150606,2008,Second ,Diesel,MANUAL,RTOHP03,12/5/2021,Comprehensive,May
31039, Toyota Etios VD,320000,4.1,chandigarh,102314,2012,Second ,Diesel,MANUAL,RTOPB11,12/6/2021,Comprehensive,September
31040, Hyundai Grand i ASTA . CRDI,550000,4.5,chandigarh,37876,2017,First ,Diesel,MANUAL,RTOPB15,5/3/2021,ZeroDepreciation,March
31041, Honda City ZX . VTEC ,125000,4,chandigarh,131925,2005,First ,Petrol,MANUAL,RTOCH03,7/12/2021,Comprehensive,November
31042, Mahindra Kuv K  STR,428000,4.2,chandigarh,57247,2016,First ,Petrol,MANUAL,RTOPB65,,Expired,July
31043, Mercedes Benz C Class  K ELEGANCE AT,360000,3.7,chandigarh,130464,2007,First ,Petrol,AUTOMATIC,RTOCH01,25/2/2021,Comprehensive,October
31044, Volkswagen Polo COMFORTLINE .L DIESEL,270410,3.9,chandigarh,64778,2011,Third ,Diesel,MANUAL,RTOHR03,15/2/2021,Comprehensive,February
31045, Volkswagen Polo COMFORTLINE .L DIESEL,200000,4,chandigarh,129781,2011,Second ,Diesel,MANUAL,RTOHR01,9/5/2021,Third_party,March
31046, Maruti Swift VXI,471600,3.8,chandigarh,94585,2015,First ,Petrol,MANUAL,RTOHP63,13/9/2021,ZeroDepreciation,September
31047, Hyundai i MAGNA O .,362000,4.1,chandigarh,77056,2011,First ,Petrol,MANUAL,RTOCH01,6/7/2021,Comprehensive,March
31048, Tata Indica Vista LS TDI BS III,99000,3.9,chandigarh,89447,2012,Second ,Diesel,MANUAL,RTOCH01,16/3/2021,Comprehensive,January
31049, Tata Safari Storme . EX X,798000,4.2,chandigarh,53850,2016,Second ,Diesel,MANUAL,RTOPB05,5/8/2021,ZeroDepreciation,December
31050, Volkswagen Vento COMFORTLINE DIESEL,380000,3.8,chandigarh,65480,2013,Second ,Diesel,MANUAL,RTODL10,,Expired,May
31051, Hyundai Elite i . CRDI ASTA (O),700000,4.3,chandigarh,73330,2017,First ,Diesel,MANUAL,RTOPB48,30/6/2021,Comprehensive,October
31052, Maruti Ritz LDI ,250000,4.1,chandigarh,82968,2013,Second ,Diesel,MANUAL,RTOPB10,17/12/2020,Third_party,October
31053, Honda WR-V . i-DTEC VX MT,780000,4.7,chandigarh,57922,2018,First ,Diesel,MANUAL,RTOMP07,21/6/2021,ZeroDepreciation,January
31054, Maruti Alto LXI,121500,4.1,chandigarh,77321,2006,First ,Petrol,MANUAL,RTOPB70,29/3/2021,Comprehensive,January
31055, Mercedes Benz C Class  CDI MT,300000,3.8,chandigarh,134144,2005,Third ,Diesel,MANUAL,RTOCH01,,Expired,January
31056, Ford Figo . ZXI DURATORQ ,230000,4.3,chandigarh,93487,2013,First ,Diesel,MANUAL,RTOCH01,13/7/2021,Comprehensive,April
31057, Hyundai Elite i SPORTZ .,630500,4.7,chandigarh,51327,2018,First ,Petrol,MANUAL,RTOHP22,29/11/2020,Comprehensive,October
31058, Chevrolet Beat PS DIESEL,100000,4,chandigarh,130718,2012,First ,Diesel,MANUAL,RTOHR02,,Expired,January
31059, Ford Figo Aspire . Trend Plus,680000,4.8,chandigarh,36457,2019,First ,Diesel,,RTOPB65,17/3/2021,ZeroDepreciation,January
31060, Hyundai Grand i prime T+ . CRDI ,350000,4.2,chandigarh,90641,2017,First ,Diesel,,RTOCH01,,Expired,March
31061, Honda City SV MT PETROL,550000,4.4,chandigarh,86709,2015,First ,Petrol,MANUAL,RTOCH01,2/5/2021,ZeroDepreciation,April
31062, Renault Kwid RXT,220000,4.5,chandigarh,78363,2016,First ,Petrol,MANUAL,RTOGJ01,14/3/2021,Comprehensive,February
31063, Tata Indigo ECS LS TDI,120350,4,chandigarh,292323,2014,First ,Diesel,MANUAL,RTOPB12,21/6/2021,Third_party,March
31064, Skoda Superb . V TDI A/T,230000,3.9,chandigarh,186906,2008,Second ,Diesel,AUTOMATIC,RTOCH04,,Expired,October
31065, Audi A  TDI PREMIUM PLUS,2488000,4.5,chandigarh,33228,2017,First ,Diesel,,RTOCH01,7/4/2021,ZeroDepreciation,August
31066, Honda City . DX,85500,3.1,chandigarh,148858,2003,Sixth ,Petrol,,RTOCH03,,Expired,September
31067, Honda Amaze . SMT I VTEC,625000,4.8,chandigarh,41314,2018,First ,Petrol,MANUAL,RTOPB27,,Expired,July
31068, Nissan Terrano XL  PS DEISEL,400000,4.1,chandigarh,77559,2013,First ,Diesel,MANUAL,RTOPB05,,Expired,December
31069, Hyundai Xcent S .,261000,3.9,chandigarh,84914,2014,First ,Petrol,MANUAL,RTOHR02,,Expired,January
31070, Toyota Etios Liva D-D VXD,450000,4.2,chandigarh,105716,2016,First ,Diesel,MANUAL,RTOHR01,6/8/2021,Comprehensive,June
31071, Maruti Zen LX,35000,3.4,chandigarh,91281,2001,Second ,Petrol,MANUAL,RTOHR70,25/5/2021,Third_party,January
31072, Maruti Ertiga VDI ABS,345000,3.9,chandigarh,111826,2012,Third ,Diesel,MANUAL,RTOCH01,,Expired,April
31073, BMW  Series D,1105459,4.1,chandigarh,59590,2012,Second ,Diesel,AUTOMATIC,RTOUK04,,Expired,June
31074, Hyundai Creta . SX PLUS PETROL,1000666,4.6,chandigarh,64332,2017,First ,Petrol,MANUAL,RTOHR41,11/10/2021,ZeroDepreciation,March
31075, Ford Figo . TITANIUM DURATORQ,202500,4.1,chandigarh,86434,2011,Second ,Diesel,MANUAL,RTOHR12,13/6/2021,Comprehensive,May
31076, Honda City S MT PETROL,355000,4.2,chandigarh,91765,2010,Second ,Petrol,MANUAL,RTOCH01,6/12/2021,Comprehensive,July
31077, Maruti Swift Dzire ZXI . BS IV,325000,4.2,chandigarh,94489,2012,Second ,Petrol,MANUAL,RTOHR54,3/2/2021,Third_party,February
31078, Honda City SV MT DIESEL,550000,4.4,chandigarh,65209,2014,Second ,Diesel,MANUAL,RTOCH01,8/5/2021,Comprehensive,January
31079, Tata Indica V Turbo DLG,50864,3.2,chandigarh,265221,2007,First ,Diesel,MANUAL,RTOCH04,,Expired,January
31080, Maruti Alto K VXI ,244400,4.3,chandigarh,96297,2016,First ,Petrol,MANUAL,RTOHR04,,Expired,June
31081, Mahindra Quanto C,324000,4.2,chandigarh,55793,2012,First ,Diesel,MANUAL,RTOHR49,26/2/2021,Third_party,October
31082, Mahindra XUV W X,953659,3.7,chandigarh,73047,2016,First ,Diesel,MANUAL,RTOPB65,20/9/2020,ZeroDepreciation,January
31083, Mahindra XUV W FWD,475000,3,chandigarh,120202,2012,Second ,Diesel,MANUAL,RTOHR70,31/8/2021,Third_party,June
31084, Maruti Swift Dzire VDI,282000,4.1,chandigarh,84944,2010,Second ,Diesel,MANUAL,RTOCH01,22/11/2021,Comprehensive,January
31085, Maruti Swift VDI,162000,3.8,chandigarh,123453,2007,Second ,Diesel,MANUAL,RTOPB11,,Expired,August
31086, Tata Safari X EX DICOR BS III,225000,3.7,chandigarh,79647,2012,Fifth ,Diesel,MANUAL,RTOHR54,9/5/2021,Comprehensive,January
31087, Volkswagen Vento HIGHLINE DIESEL,250000,3.7,chandigarh,74274,2011,Second ,Diesel,MANUAL,RTOPB39,15/9/2021,Comprehensive,April
31088, Hyundai i MAGNA O .,225000,3.9,chandigarh,101496,2011,Second ,Petrol + CNG,MANUAL,RTODL8C,,Expired,April
31089, Mahindra MARAZZO M  STR,1080000,4.7,chandigarh,38702,2019,First ,Diesel,,RTOHR85,22/1/2021,ZeroDepreciation,January
31090, Maruti Swift VDI,135000,3.8,chandigarh,122297,2007,Second ,Diesel,MANUAL,RTOCH04,,Expired,January
31091, Skoda Rapid ELEGANCE . TDI MT,250000,3.5,chandigarh,96859,2012,First ,Diesel,MANUAL,RTOPB12,28/1/2021,Third_party,December
31092, Hyundai Santro Xing XL ERLX EURO III,92000,3.9,chandigarh,127024,2006,First ,Petrol,MANUAL,RTOHR01,,Expired,February
